date,hour,zone,congestion_index,estimated_vehicles,avg_speed_kmh,co2_emissions_kg,fuel_waste_liters,is_weekend
2025-03-04,4,Marina,0.0,532,62.6,31.92,0.0,False
2025-03-04,5,Marina,0.209,609,60.0,46.06,49.5,False
2025-03-04,6,Marina,0.156,580,56.0,41.57,66.6,False
2025-03-04,7,Marina,0.474,743,41.6,70.99,92.4,False
2025-03-04,8,Marina,0.837,910,29.2,111.75,155.9,False
2025-03-04,9,Marina,0.556,778,39.1,79.1,84.2,False
2025-03-04,10,Marina,0.608,820,35.0,86.6,118.3,False
2025-03-04,11,Marina,0.533,682,37.1,68.17,110.1,False
2025-03-04,12,Marina,0.517,659,42.3,65.11,106.9,False
2025-03-04,13,Marina,0.636,833,36.8,89.74,108.8,False
2025-03-04,14,Marina,0.471,750,41.8,71.52,81.1,False
2025-03-04,15,Marina,0.433,779,45.5,72.04,92.6,False
2025-03-04,16,Marina,0.615,817,37.5,86.73,132.2,False
2025-03-04,17,Marina,0.862,921,25.6,114.8,195.3,False
2025-03-04,18,Marina,0.869,953,25.0,119.27,201.5,False
2025-03-04,19,Marina,1.0,1058,18.0,142.83,196.3,False
2025-03-04,20,Marina,0.692,803,37.0,89.87,127.1,False
2025-03-04,21,Marina,0.587,778,39.7,80.95,114.2,False
2025-03-04,22,Marina,0.401,675,49.4,60.82,102.7,False
2025-03-04,23,Marina,0.05,483,61.0,30.8,15.4,False
2025-03-04,0,JBR,0.0,507,67.1,30.42,0.0,False
2025-03-04,1,JBR,0.065,567,60.9,36.8,0.0,False
2025-03-04,2,JBR,0.103,551,65.9,37.33,25.6,False
2025-03-04,3,JBR,0.089,554,64.5,36.95,43.7,False
2025-03-04,4,JBR,0.032,493,62.9,30.76,34.4,False
2025-03-04,5,JBR,0.001,490,67.0,29.43,10.5,False
2025-03-04,6,JBR,0.312,649,48.5,54.13,48.5,False
2025-03-04,7,JBR,0.528,684,39.3,68.14,87.6,False
2025-03-04,8,JBR,0.76,876,31.4,102.49,152.9,False
2025-03-04,9,JBR,0.763,849,28.3,99.52,137.2,False
2025-03-04,10,JBR,0.491,728,40.0,70.5,86.8,False
2025-03-04,11,JBR,0.484,748,44.2,72.03,117.9,False
2025-03-04,12,JBR,0.458,694,47.1,65.46,65.3,False
2025-03-04,13,JBR,0.569,780,35.9,80.08,139.7,False
2025-03-04,14,JBR,0.443,753,47.1,70.18,76.6,False
2025-03-04,15,JBR,0.553,796,46.0,80.75,119.9,False
2025-03-04,16,JBR,0.524,742,40.0,73.68,89.5,False
2025-03-04,17,JBR,0.724,790,32.1,90.32,143.5,False
2025-03-04,18,JBR,0.855,878,24.4,108.97,173.7,False
2025-03-04,19,JBR,0.849,941,20.2,116.34,176.5,False
2025-03-04,20,JBR,0.677,852,34.3,94.39,144.8,False
2025-03-04,21,JBR,0.454,748,38.7,70.34,83.4,False
2025-03-04,22,JBR,0.288,684,49.5,55.8,58.2,False
2025-03-04,23,JBR,0.219,613,50.7,46.87,71.6,False
2025-03-04,0,Business Bay,0.189,576,56.2,42.74,21.7,False
2025-03-04,1,Business Bay,0.052,518,61.8,33.11,0.0,False
2025-03-04,2,Business Bay,0.101,572,63.7,38.67,18.9,False
2025-03-04,3,Business Bay,0.171,594,65.5,43.28,4.6,False
2025-03-04,4,Business Bay,0.082,520,61.7,34.38,36.9,False
2025-03-04,5,Business Bay,0.26,674,51.2,53.6,52.6,False
2025-03-04,6,Business Bay,0.201,594,48.7,44.6,39.4,False
2025-03-04,7,Business Bay,0.825,960,25.9,117.03,145.8,False
2025-03-04,8,Business Bay,1.0,977,22.2,131.9,192.5,False
2025-03-04,9,Business Bay,0.723,843,28.6,96.31,136.5,False
2025-03-04,10,Business Bay,0.745,906,28.2,104.96,152.4,False
2025-03-04,11,Business Bay,0.583,829,41.0,86.02,120.0,False
2025-03-04,12,Business Bay,0.848,970,32.0,119.87,163.9,False
2025-03-04,13,Business Bay,0.813,892,29.7,107.93,169.9,False
2025-03-04,14,Business Bay,0.75,856,29.8,99.5,147.8,False
2025-03-04,15,Business Bay,0.537,706,40.2,70.82,95.9,False
2025-03-04,16,Business Bay,0.806,912,34.7,109.88,179.7,False
2025-03-04,17,Business Bay,0.893,937,25.9,119.0,200.6,False
2025-03-04,18,Business Bay,1.0,1018,24.8,137.43,164.5,False
2025-03-04,19,Business Bay,1.0,1024,17.1,138.24,220.7,False
2025-03-04,20,Business Bay,1.0,960,15.1,129.6,187.3,False
2025-03-04,21,Business Bay,0.622,797,34.1,85.02,131.2,False
2025-03-04,22,Business Bay,0.43,704,45.9,64.96,72.9,False
2025-03-04,23,Business Bay,0.323,647,54.8,54.5,73.6,False
2025-03-04,0,Al Quoz,0.045,519,60.5,32.88,37.9,False
2025-03-04,1,Al Quoz,0.017,518,60.6,31.73,26.5,False
2025-03-04,2,Al Quoz,0.052,536,64.8,34.25,18.5,False
2025-03-04,3,Al Quoz,0.049,506,65.7,32.22,0.0,False
2025-03-04,4,Al Quoz,0.0,468,58.0,28.08,12.2,False
2025-03-04,5,Al Quoz,0.024,541,60.7,33.45,12.1,False
2025-03-04,6,Al Quoz,0.24,640,57.7,49.94,43.1,False
2025-03-04,7,Al Quoz,0.454,769,44.0,72.31,119.8,False
2025-03-04,8,Al Quoz,0.668,847,27.0,93.26,134.9,False
2025-03-04,9,Al Quoz,0.571,802,45.7,82.47,106.6,False
2025-03-04,10,Al Quoz,0.343,689,49.8,59.06,66.5,False
2025-03-04,11,Al Quoz,0.337,695,45.4,59.25,80.2,False
2025-03-04,12,Al Quoz,0.435,709,42.4,65.69,67.5,False
2025-03-04,13,Al Quoz,0.576,816,37.4,84.21,109.3,False
2025-03-04,14,Al Quoz,0.49,776,43.6,75.07,94.8,False
2025-03-04,15,Al Quoz,0.385,729,47.2,64.77,91.3,False
2025-03-04,16,Al Quoz,0.398,634,50.6,56.98,82.8,False
2025-03-04,17,Al Quoz,0.694,840,32.9,94.13,126.9,False
2025-03-04,18,Al Quoz,0.543,794,34.6,79.98,119.2,False
2025-03-04,19,Al Quoz,0.746,851,32.4,98.65,152.0,False
2025-03-04,20,Al Quoz,0.499,670,47.2,65.3,126.8,False
2025-03-04,21,Al Quoz,0.522,723,46.2,71.69,110.0,False
2025-03-04,22,Al Quoz,0.319,648,54.0,54.38,71.0,False
2025-03-04,23,Al Quoz,0.128,613,55.7,42.68,31.3,False
2025-03-04,0,DIP,0.171,536,56.5,39.04,16.7,False
2025-03-04,1,DIP,0.042,554,65.1,35.0,1.4,False
2025-03-04,2,DIP,0.054,543,61.6,34.79,10.3,False
2025-03-04,3,DIP,0.036,492,66.9,30.86,0.5,False
2025-03-04,4,DIP,0.032,517,63.7,32.27,11.4,False
2025-03-04,5,DIP,0.0,468,62.9,28.08,0.0,False
2025-03-04,6,DIP,0.125,587,51.7,40.71,21.1,False
2025-03-04,7,DIP,0.47,759,43.5,72.27,79.2,False
2025-03-04,8,DIP,0.579,750,35.6,77.57,116.1,False
2025-03-04,9,DIP,0.524,789,38.7,78.34,128.9,False
2025-03-04,10,DIP,0.43,706,45.7,65.15,70.7,False
2025-03-04,11,DIP,0.346,703,50.8,60.44,58.0,False
2025-03-04,12,DIP,0.475,716,43.5,68.48,107.8,False
2025-03-04,13,DIP,0.621,756,42.4,80.6,120.9,False
2025-03-04,14,DIP,0.403,729,44.3,65.76,68.9,False
2025-03-04,15,DIP,0.316,641,53.0,53.63,62.4,False
2025-03-04,16,DIP,0.455,704,49.9,66.29,101.5,False
2025-03-04,17,DIP,0.473,778,45.0,74.27,107.4,False
2025-03-04,18,DIP,0.545,779,39.6,78.6,120.7,False
2025-03-04,19,DIP,0.569,776,41.7,79.65,91.4,False
2025-03-04,20,DIP,0.447,761,47.9,71.16,84.9,False
2025-03-04,21,DIP,0.312,652,50.9,54.39,71.4,False
2025-03-04,22,DIP,0.211,597,60.0,45.29,53.5,False
2025-03-04,23,DIP,0.064,536,63.4,34.72,5.2,False
2025-03-04,0,Academic City,0.173,557,55.8,40.65,30.1,False
2025-03-04,1,Academic City,0.093,531,60.9,35.55,2.2,False
2025-03-04,2,Academic City,0.095,521,64.9,34.98,32.1,False
2025-03-04,3,Academic City,0.0,487,68.3,29.22,10.4,False
2025-03-04,4,Academic City,0.0,509,65.1,30.54,0.0,False
2025-03-04,5,Academic City,0.175,551,52.4,40.3,50.4,False
2025-03-04,6,Academic City,0.117,532,61.4,36.59,5.5,False
2025-03-04,7,Academic City,0.322,680,48.6,57.22,69.7,False
2025-03-04,8,Academic City,0.586,755,37.6,78.47,91.2,False
2025-03-04,9,Academic City,0.361,705,44.4,61.4,94.2,False
2025-03-04,10,Academic City,0.297,619,52.9,50.94,74.7,False
2025-03-04,11,Academic City,0.281,609,47.7,49.37,64.1,False
2025-03-04,12,Academic City,0.43,683,44.3,63.02,56.7,False
2025-03-04,13,Academic City,0.298,674,51.3,55.5,76.5,False
2025-03-04,14,Academic City,0.351,695,49.0,60.0,81.9,False
2025-03-04,15,Academic City,0.069,501,65.0,32.66,4.8,False
2025-03-04,16,Academic City,0.422,692,43.5,63.4,104.0,False
2025-03-04,17,Academic City,0.199,625,55.2,46.82,37.6,False
2025-03-04,18,Academic City,0.64,861,33.5,92.98,107.7,False
2025-03-04,19,Academic City,0.511,728,39.6,71.6,101.7,False
2025-03-04,20,Academic City,0.545,764,35.3,77.08,122.9,False
2025-03-04,21,Academic City,0.348,633,51.2,54.52,81.7,False
2025-03-04,22,Academic City,0.082,547,61.8,36.18,16.6,False
2025-03-04,23,Academic City,0.037,545,64.5,34.22,10.5,False
2025-03-04,0,Jumeirah,0.182,584,56.1,43.03,58.2,False
2025-03-04,1,Jumeirah,0.063,524,58.6,33.92,33.4,False
2025-03-04,2,Jumeirah,0.108,562,56.0,38.29,36.1,False
2025-03-04,3,Jumeirah,0.052,570,59.6,36.44,0.0,False
2025-03-04,4,Jumeirah,0.0,487,64.6,29.22,0.0,False
2025-03-04,5,Jumeirah,0.219,584,54.7,44.62,33.2,False
2025-03-04,6,Jumeirah,0.094,533,57.7,35.75,8.8,False
2025-03-04,7,Jumeirah,0.481,724,47.8,69.56,119.7,False
2025-03-04,8,Jumeirah,0.709,846,37.5,95.76,154.9,False
2025-03-04,9,Jumeirah,0.44,692,46.2,64.38,97.4,False
2025-03-04,10,Jumeirah,0.472,739,40.8,70.49,92.3,False
2025-03-04,11,Jumeirah,0.469,746,40.6,70.98,96.7,False
2025-03-04,12,Jumeirah,0.46,700,43.1,66.15,97.1,False
2025-03-04,13,Jumeirah,0.446,698,48.8,65.24,82.8,False
2025-03-04,14,Jumeirah,0.468,757,46.4,72.0,92.3,False
2025-03-04,15,Jumeirah,0.412,665,43.7,60.45,91.5,False
2025-03-04,16,Jumeirah,0.487,743,47.2,71.69,79.5,False
2025-03-04,17,Jumeirah,0.61,731,39.5,77.28,103.1,False
2025-03-04,18,Jumeirah,0.976,1076,21.6,143.29,198.1,False
2025-03-04,19,Jumeirah,0.655,844,37.9,92.12,116.7,False
2025-03-04,20,Jumeirah,0.731,848,35.6,97.4,158.6,False
2025-03-04,21,Jumeirah,0.413,691,43.4,62.88,75.9,False
2025-03-04,22,Jumeirah,0.201,564,56.0,42.35,46.8,False
2025-03-04,23,Jumeirah,0.124,548,63.4,37.98,41.3,False
2025-03-04,0,Al Barsha,0.125,584,60.9,40.5,12.6,False
2025-03-04,1,Al Barsha,0.144,589,57.5,41.71,64.3,False
2025-03-04,2,Al Barsha,0.021,558,59.6,34.37,7.4,False
2025-03-04,3,Al Barsha,0.108,551,57.6,37.52,20.4,False
2025-03-04,4,Al Barsha,0.02,486,59.5,29.87,0.0,False
2025-03-04,5,Al Barsha,0.007,477,60.2,28.88,0.0,False
2025-03-04,6,Al Barsha,0.127,564,56.4,39.21,9.7,False
2025-03-04,7,Al Barsha,0.602,812,34.5,85.4,129.2,False
2025-03-04,8,Al Barsha,0.777,930,25.4,109.97,140.4,False
2025-03-04,9,Al Barsha,0.524,776,35.2,77.05,96.5,False
2025-03-04,10,Al Barsha,0.434,733,44.9,67.85,99.1,False
2025-03-04,11,Al Barsha,0.511,801,44.8,78.73,93.4,False
2025-03-04,12,Al Barsha,0.533,769,38.6,76.86,140.0,False
2025-03-04,13,Al Barsha,0.599,758,36.8,79.55,125.1,False
2025-03-04,14,Al Barsha,0.489,707,37.5,68.37,84.4,False
2025-03-04,15,Al Barsha,0.32,658,51.6,55.29,72.4,False
2025-03-04,16,Al Barsha,0.553,780,37.0,79.15,107.1,False
2025-03-04,17,Al Barsha,0.75,896,33.2,104.17,124.0,False
2025-03-04,18,Al Barsha,0.863,889,21.2,110.91,179.5,False
2025-03-04,19,Al Barsha,0.724,887,34.0,101.35,150.8,False
2025-03-04,20,Al Barsha,0.674,868,39.7,95.97,159.3,False
2025-03-04,21,Al Barsha,0.627,848,34.4,90.73,113.0,False
2025-03-04,22,Al Barsha,0.397,689,51.2,61.87,90.8,False
2025-03-04,23,Al Barsha,0.18,584,57.2,42.94,59.8,False
2025-03-04,0,Airport Area,0.128,524,64.7,36.48,40.8,False
2025-03-04,1,Airport Area,0.089,533,62.8,35.54,28.5,False
2025-03-04,2,Airport Area,0.059,518,58.7,33.36,6.4,False
2025-03-04,3,Airport Area,0.139,531,63.5,37.4,21.3,False
2025-03-04,4,Airport Area,0.067,523,57.5,34.02,15.9,False
2025-03-04,5,Airport Area,0.051,494,66.0,31.52,2.3,False
2025-03-04,6,Airport Area,0.044,497,62.9,31.48,11.7,False
2025-03-04,7,Airport Area,0.779,891,33.6,105.5,148.7,False
2025-03-04,8,Airport Area,1.0,1016,15.5,137.16,192.9,False
2025-03-04,9,Airport Area,0.832,874,24.2,106.97,160.7,False
2025-03-04,10,Airport Area,0.581,752,40.4,77.86,111.3,False
2025-03-04,11,Airport Area,0.534,763,38.8,76.34,113.2,False
2025-03-04,12,Airport Area,0.611,814,37.8,86.15,97.6,False
2025-03-04,13,Airport Area,0.65,801,33.4,87.11,132.8,False
2025-03-04,14,Airport Area,0.647,801,38.6,86.94,130.6,False
2025-03-04,15,Airport Area,0.564,824,42.6,84.3,130.8,False
2025-03-04,16,Airport Area,0.622,836,37.1,89.15,134.8,False
2025-03-04,17,Airport Area,0.842,937,25.2,115.41,169.1,False
2025-03-04,18,Airport Area,1.0,1003,20.8,135.41,210.4,False
2025-03-04,19,Airport Area,1.0,992,21.8,133.92,205.1,False
2025-03-04,20,Airport Area,0.817,885,30.1,107.32,153.1,False
2025-03-04,21,Airport Area,0.706,835,33.8,94.32,157.5,False
2025-03-04,22,Airport Area,0.46,743,45.4,70.22,80.9,False
2025-03-04,23,Airport Area,0.26,591,52.7,46.99,50.7,False
2025-03-05,0,Deira,0.184,541,57.3,39.91,36.2,False
2025-03-05,1,Deira,0.103,605,60.7,40.99,38.5,False
2025-03-05,2,Deira,0.136,577,60.1,40.5,15.5,False
2025-03-05,3,Deira,0.04,445,66.4,28.04,3.6,False
2025-03-05,4,Deira,0.0,525,63.1,31.5,27.9,False
2025-03-05,5,Deira,0.157,566,63.6,40.61,49.3,False
2025-03-05,6,Deira,0.342,698,53.7,59.78,26.6,False
2025-03-05,7,Deira,0.766,892,33.6,104.75,150.6,False
2025-03-05,8,Deira,0.982,969,17.2,129.48,176.1,False
2025-03-05,9,Deira,0.654,770,32.6,83.98,101.4,False
2025-03-05,10,Deira,0.7,812,32.8,91.35,113.8,False
2025-03-05,11,Deira,0.557,761,40.7,77.46,103.3,False
2025-03-05,12,Deira,0.691,877,33.5,98.04,108.5,False
2025-03-05,13,Deira,0.817,877,25.5,106.38,169.0,False
2025-03-05,14,Deira,0.615,792,40.3,84.03,131.9,False
2025-03-05,15,Deira,0.628,744,35.9,79.69,115.7,False
2025-03-05,16,Deira,0.789,965,29.6,115.01,144.1,False
2025-03-05,17,Deira,0.884,921,22.7,116.3,148.7,False
2025-03-05,18,Deira,0.966,983,21.0,130.16,193.9,False
2025-03-05,19,Deira,1.0,1010,20.6,136.35,217.6,False
2025-03-05,20,Deira,0.863,957,23.6,119.35,190.7,False
2025-03-05,21,Deira,0.606,830,35.4,87.55,133.5,False
2025-03-05,22,Deira,0.372,661,52.6,58.1,71.4,False
2025-03-05,23,Deira,0.106,551,60.4,37.43,46.6,False
2025-03-05,0,Bur Dubai,0.088,576,62.4,38.36,30.8,False
2025-03-05,1,Bur Dubai,0.138,570,62.9,40.11,41.1,False
2025-03-05,2,Bur Dubai,0.054,458,64.9,29.33,17.5,False
2025-03-05,3,Bur Dubai,0.154,546,56.7,39.05,23.7,False
2025-03-05,4,Bur Dubai,0.173,535,61.0,39.03,39.2,False
2025-03-05,5,Bur Dubai,0.0,486,66.7,29.16,15.2,False
2025-03-05,6,Bur Dubai,0.304,648,51.6,53.66,82.7,False
2025-03-05,7,Bur Dubai,0.759,934,33.0,109.19,145.7,False
2025-03-05,8,Bur Dubai,0.984,972,23.3,130.03,189.3,False
2025-03-05,9,Bur Dubai,0.811,874,29.0,105.58,155.5,False
2025-03-05,10,Bur Dubai,0.545,842,41.1,84.93,134.3,False
2025-03-05,11,Bur Dubai,0.482,767,46.8,73.74,81.1,False
2025-03-05,12,Bur Dubai,0.706,880,27.5,99.4,145.8,False
2025-03-05,13,Bur Dubai,0.709,866,30.2,98.03,161.4,False
2025-03-05,14,Bur Dubai,0.612,807,33.6,85.44,131.6,False
2025-03-05,15,Bur Dubai,0.545,772,40.2,77.87,99.6,False
2025-03-05,16,Bur Dubai,0.593,802,38.4,83.82,113.3,False
2025-03-05,17,Bur Dubai,0.938,970,21.5,126.45,175.5,False
2025-03-05,18,Bur Dubai,0.849,942,19.3,116.49,185.2,False
2025-03-05,19,Bur Dubai,0.846,912,28.2,112.56,162.1,False
2025-03-05,20,Bur Dubai,0.956,1051,19.5,138.4,202.0,False
2025-03-05,21,Bur Dubai,0.58,791,37.8,81.85,107.5,False
2025-03-05,22,Bur Dubai,0.472,747,41.3,71.25,86.3,False
2025-03-05,23,Bur Dubai,0.133,533,59.4,37.29,18.4,False
2025-03-05,0,Downtown,0.213,606,56.4,46.04,49.3,False
2025-03-05,1,Downtown,0.141,561,59.3,39.61,39.8,False
2025-03-05,2,Downtown,0.103,575,64.6,38.96,36.6,False
2025-03-05,3,Downtown,0.176,581,55.6,42.51,30.9,False
2025-03-05,4,Downtown,0.165,589,53.6,42.61,18.0,False
2025-03-05,5,Downtown,0.072,515,62.4,33.68,18.8,False
2025-03-05,6,Downtown,0.248,590,52.2,46.36,18.8,False
2025-03-05,7,Downtown,0.838,965,25.8,118.57,158.6,False
2025-03-05,8,Downtown,1.0,992,17.7,133.92,244.8,False
2025-03-05,9,Downtown,0.951,949,27.1,124.65,153.8,False
2025-03-05,10,Downtown,0.7,840,28.6,94.48,149.3,False
2025-03-05,11,Downtown,0.65,789,32.8,85.82,127.0,False
2025-03-05,12,Downtown,0.774,873,28.1,103.04,157.0,False
2025-03-05,13,Downtown,0.964,942,20.8,124.63,203.9,False
2025-03-05,14,Downtown,0.801,932,30.9,111.9,151.3,False
2025-03-05,15,Downtown,0.814,844,32.8,102.14,136.4,False
2025-03-05,16,Downtown,0.911,964,18.0,123.73,177.9,False
2025-03-05,17,Downtown,1.0,1017,24.0,137.3,210.8,False
2025-03-05,18,Downtown,1.0,939,22.4,126.77,194.4,False
2025-03-05,19,Downtown,1.0,991,12.2,133.78,179.2,False
2025-03-05,20,Downtown,0.852,879,22.4,108.93,170.6,False
2025-03-05,21,Downtown,0.681,788,33.1,87.52,157.0,False
2025-03-05,22,Downtown,0.491,788,40.2,76.31,93.4,False
2025-03-05,23,Downtown,0.414,746,49.3,67.94,82.9,False
2025-03-05,0,Marina,0.046,513,66.7,32.56,10.7,False
2025-03-05,1,Marina,0.054,510,59.8,32.67,31.6,False
2025-03-05,2,Marina,0.074,528,61.3,34.6,19.7,False
2025-03-05,3,Marina,0.0,496,69.8,29.76,0.0,False
2025-03-05,4,Marina,0.0,495,65.0,29.7,7.0,False
2025-03-05,5,Marina,0.1,511,64.0,34.51,60.6,False
2025-03-05,6,Marina,0.138,615,59.1,43.25,43.2,False
2025-03-05,7,Marina,0.564,831,38.9,84.99,103.4,False
2025-03-05,8,Marina,0.832,966,19.8,118.27,121.6,False
2025-03-05,9,Marina,0.828,921,28.7,112.46,135.6,False
2025-03-05,10,Marina,0.56,736,45.3,75.04,123.2,False
2025-03-05,11,Marina,0.383,633,44.9,56.17,74.1,False
2025-03-05,12,Marina,0.699,909,35.7,102.21,147.2,False
2025-03-05,13,Marina,0.518,770,38.7,76.12,102.6,False
2025-03-05,14,Marina,0.544,747,41.5,75.27,116.7,False
2025-03-05,15,Marina,0.554,833,40.0,84.56,110.9,False
2025-03-05,16,Marina,0.402,663,46.6,59.77,77.1,False
2025-03-05,17,Marina,0.803,848,34.6,101.97,159.6,False
2025-03-05,18,Marina,0.953,961,20.9,126.37,175.8,False
2025-03-05,19,Marina,0.858,940,26.6,116.89,180.0,False
2025-03-05,20,Marina,0.634,805,39.3,86.59,143.2,False
2025-03-05,21,Marina,0.526,719,41.7,71.5,121.3,False
2025-03-05,22,Marina,0.369,679,48.6,59.55,90.0,False
2025-03-05,23,Marina,0.219,607,60.3,46.37,33.7,False
2025-03-05,0,JBR,0.099,586,62.1,39.53,33.3,False
2025-03-05,1,JBR,0.098,504,62.0,33.96,11.3,False
2025-03-05,2,JBR,0.256,611,52.9,48.37,88.8,False
2025-03-05,3,JBR,0.088,551,63.5,36.71,32.2,False
2025-03-05,4,JBR,0.048,551,64.0,35.05,52.4,False
2025-03-05,5,JBR,0.0,513,65.8,30.78,0.0,False
2025-03-05,6,JBR,0.235,570,59.3,44.25,69.5,False
2025-03-05,7,JBR,0.653,821,37.1,89.45,124.9,False
2025-03-05,8,JBR,0.814,824,28.3,99.76,148.7,False
2025-03-05,9,JBR,0.583,811,38.6,84.13,108.9,False
2025-03-05,10,JBR,0.629,782,38.2,83.82,133.8,False
2025-03-05,11,JBR,0.49,763,39.3,73.81,110.5,False
2025-03-05,12,JBR,0.573,792,39.0,81.55,80.7,False
2025-03-05,13,JBR,0.485,688,40.1,66.29,131.4,False
2025-03-05,14,JBR,0.574,818,40.8,84.29,104.0,False
2025-03-05,15,JBR,0.45,768,43.0,72.03,59.3,False
2025-03-05,16,JBR,0.595,760,38.1,79.51,135.7,False
2025-03-05,17,JBR,0.706,827,32.6,93.38,140.2,False
2025-03-05,18,JBR,0.722,806,35.5,91.99,159.4,False
2025-03-05,19,JBR,0.662,853,34.9,93.56,135.7,False
2025-03-05,20,JBR,0.5,716,39.1,69.78,109.3,False
2025-03-05,21,JBR,0.562,810,35.7,82.74,112.1,False
2025-03-05,22,JBR,0.414,657,43.4,59.83,99.8,False
2025-03-05,23,JBR,0.179,601,61.8,44.15,41.6,False
2025-03-05,0,Business Bay,0.173,598,57.2,43.62,43.8,False
2025-03-05,1,Business Bay,0.109,525,59.9,35.78,15.9,False
2025-03-05,2,Business Bay,0.067,508,61.6,33.02,30.1,False
2025-03-05,3,Business Bay,0.195,589,54.4,43.96,47.6,False
2025-03-05,4,Business Bay,0.089,532,61.8,35.45,45.6,False
2025-03-05,5,Business Bay,0.138,574,56.6,40.37,12.0,False
2025-03-05,6,Business Bay,0.367,718,51.7,62.87,56.0,False
2025-03-05,7,Business Bay,0.59,816,38.8,85.08,118.3,False
2025-03-05,8,Business Bay,1.0,1017,24.0,137.3,221.9,False
2025-03-05,9,Business Bay,0.955,942,20.9,124.01,187.6,False
2025-03-05,10,Business Bay,0.698,809,35.7,90.86,137.2,False
2025-03-05,11,Business Bay,0.656,835,35.0,91.18,127.5,False
2025-03-05,12,Business Bay,0.841,967,28.1,119.0,160.4,False
2025-03-05,13,Business Bay,0.786,881,30.4,104.77,151.6,False
2025-03-05,14,Business Bay,0.593,775,38.4,80.98,108.7,False
2025-03-05,15,Business Bay,0.538,734,43.9,73.68,110.8,False
2025-03-05,16,Business Bay,0.889,925,23.4,117.19,174.6,False
2025-03-05,17,Business Bay,0.944,950,17.8,124.27,203.9,False
2025-03-05,18,Business Bay,1.0,963,17.6,130.0,231.9,False
2025-03-05,19,Business Bay,1.0,1007,21.8,135.95,176.3,False
2025-03-05,20,Business Bay,0.992,1002,20.1,134.64,194.8,False
2025-03-05,21,Business Bay,0.679,851,37.5,94.39,120.8,False
2025-03-05,22,Business Bay,0.345,639,45.6,54.89,80.9,False
2025-03-05,23,Business Bay,0.438,683,48.6,63.4,124.3,False
2025-03-05,0,Al Quoz,0.037,490,65.8,30.74,16.8,False
2025-03-05,1,Al Quoz,0.0,492,61.4,29.52,6.4,False
2025-03-05,2,Al Quoz,0.023,489,67.6,30.18,6.1,False
2025-03-05,3,Al Quoz,0.0,523,64.3,31.38,0.0,False
2025-03-05,4,Al Quoz,0.0,493,63.3,29.58,18.1,False
2025-03-05,5,Al Quoz,0.0,538,60.1,32.28,6.2,False
2025-03-05,6,Al Quoz,0.012,525,55.2,31.97,8.8,False
2025-03-05,7,Al Quoz,0.419,716,49.9,65.47,96.4,False
2025-03-05,8,Al Quoz,0.634,835,34.3,89.82,137.5,False
2025-03-05,9,Al Quoz,0.498,783,39.6,76.22,119.0,False
2025-03-05,10,Al Quoz,0.443,731,42.8,68.13,67.6,False
2025-03-05,11,Al Quoz,0.294,703,49.7,57.71,60.0,False
2025-03-05,12,Al Quoz,0.438,686,43.8,63.69,97.7,False
2025-03-05,13,Al Quoz,0.528,751,38.9,74.79,130.4,False
2025-03-05,14,Al Quoz,0.563,768,36.8,78.52,119.0,False
2025-03-05,15,Al Quoz,0.366,751,43.7,65.67,56.9,False
2025-03-05,16,Al Quoz,0.548,779,44.0,78.75,126.2,False
2025-03-05,17,Al Quoz,0.672,800,38.3,88.34,129.0,False
2025-03-05,18,Al Quoz,0.799,891,31.7,106.87,130.5,False
2025-03-05,19,Al Quoz,0.671,822,34.8,90.71,153.3,False
2025-03-05,20,Al Quoz,0.526,789,37.6,78.47,111.9,False
2025-03-05,21,Al Quoz,0.404,673,42.7,60.77,76.2,False
2025-03-05,22,Al Quoz,0.39,718,47.1,64.07,76.7,False
2025-03-05,23,Al Quoz,0.136,565,53.6,39.65,35.8,False
2025-03-05,0,DIP,0.037,520,63.0,32.63,19.7,False
2025-03-05,1,DIP,0.072,606,59.8,39.65,13.2,False
2025-03-05,2,DIP,0.086,578,56.9,38.43,15.1,False
2025-03-05,3,DIP,0.124,553,61.5,38.31,31.8,False
2025-03-05,4,DIP,0.004,509,61.5,30.7,11.1,False
2025-03-05,5,DIP,0.005,474,64.0,28.6,33.1,False
2025-03-05,6,DIP,0.091,560,59.4,37.41,11.1,False
2025-03-05,7,DIP,0.458,729,41.9,68.79,71.6,False
2025-03-05,8,DIP,0.719,854,34.0,97.31,158.3,False
2025-03-05,9,DIP,0.477,669,43.1,64.08,103.1,False
2025-03-05,10,DIP,0.329,652,53.7,55.23,72.5,False
2025-03-05,11,DIP,0.26,670,51.3,53.26,57.4,False
2025-03-05,12,DIP,0.483,802,44.4,77.16,105.4,False
2025-03-05,13,DIP,0.221,640,54.1,49.01,41.9,False
2025-03-05,14,DIP,0.352,666,48.9,57.53,82.5,False
2025-03-05,15,DIP,0.248,608,53.6,47.77,45.2,False
2025-03-05,16,DIP,0.358,728,49.4,63.25,63.7,False
2025-03-05,17,DIP,0.568,810,38.3,83.1,97.4,False
2025-03-05,18,DIP,0.627,765,35.4,81.88,125.4,False
2025-03-05,19,DIP,0.647,818,37.1,88.75,135.6,False
2025-03-05,20,DIP,0.559,757,39.9,77.14,92.3,False
2025-03-05,21,DIP,0.392,726,45.8,64.9,64.5,False
2025-03-05,22,DIP,0.138,515,57.0,36.24,52.5,False
2025-03-05,23,DIP,0.229,581,56.2,44.84,31.1,False
